Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,STRAIN,cross,Tissue
SRR805409,RNA-Seq,53,1069865155,PRJNA195938,SAMN01997518,882676506,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259341,GSM1112726,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112726,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805410,RNA-Seq,53,919008499,PRJNA195938,SAMN01997519,744061624,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259342,GSM1112727,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112727,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805411,RNA-Seq,53,862018871,PRJNA195938,SAMN01997520,731600260,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259343,GSM1112728,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112728,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805412,RNA-Seq,53,860379846,PRJNA195938,SAMN01997521,742085393,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259344,GSM1112729,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112729,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805413,RNA-Seq,53,1313969481,PRJNA195938,SAMN01997522,1089409252,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259345,GSM1112730,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112730,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805414,RNA-Seq,53,1107495738,PRJNA195938,SAMN01997523,916061997,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259346,GSM1112731,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112731,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805415,RNA-Seq,53,1033656933,PRJNA195938,SAMN01997524,859689039,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259347,GSM1112732,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112732,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805416,RNA-Seq,53,1104749331,PRJNA195938,SAMN01997525,947274856,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259348,GSM1112733,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112733,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805417,RNA-Seq,53,1179737600,PRJNA195938,SAMN01997526,983539761,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259349,GSM1112734,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112734,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805418,RNA-Seq,53,1314471815,PRJNA195938,SAMN01997527,1071193340,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259350,GSM1112735,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112735,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805419,RNA-Seq,53,935925251,PRJNA195938,SAMN01997528,811522090,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259351,GSM1112736,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112736,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805420,RNA-Seq,53,985259453,PRJNA195938,SAMN01997529,828784680,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259352,GSM1112737,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112737,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805421,RNA-Seq,53,605836163,PRJNA195938,SAMN01997530,523987878,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259353,GSM1112738,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112738,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805422,RNA-Seq,53,1357316644,PRJNA195938,SAMN01997531,1135461081,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259354,GSM1112739,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112739,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805423,RNA-Seq,53,897850899,PRJNA195938,SAMN01997532,734196963,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259355,GSM1112740,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112740,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805424,RNA-Seq,53,881291155,PRJNA195938,SAMN01997533,738381672,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259356,GSM1112741,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112741,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805425,RNA-Seq,53,727040856,PRJNA195938,SAMN01997534,617152042,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259357,GSM1112742,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112742,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805426,RNA-Seq,53,343091896,PRJNA195938,SAMN01997535,327755513,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259358,GSM1112743,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112743,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805427,RNA-Seq,53,380063318,PRJNA195938,SAMN01997536,339211716,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259359,GSM1112744,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112744,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805428,RNA-Seq,53,469807794,PRJNA195938,SAMN01997537,435233872,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259360,GSM1112745,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112745,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805429,RNA-Seq,53,57580684,PRJNA195938,SAMN01997538,56195251,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259361,GSM1112746,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112746,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805430,RNA-Seq,53,680534098,PRJNA195938,SAMN01997539,603599547,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259362,GSM1112747,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112747,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805431,RNA-Seq,51,255824721,PRJNA195938,SAMN01997540,255666939,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259363,GSM1112748,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112748,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805432,RNA-Seq,51,867131784,PRJNA195938,SAMN01997541,729253713,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259364,GSM1112749,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112749,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805433,RNA-Seq,51,1302376035,PRJNA195938,SAMN01997542,1001506776,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259365,GSM1112750,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112750,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805434,RNA-Seq,51,986670939,PRJNA195938,SAMN01997543,778362710,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259366,GSM1112751,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112751,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805435,RNA-Seq,51,1248786867,PRJNA195938,SAMN01997544,943179391,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259367,GSM1112752,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112752,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805436,RNA-Seq,51,1069725255,PRJNA195938,SAMN01997545,843504482,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259368,GSM1112753,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112753,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805437,RNA-Seq,51,1123755930,PRJNA195938,SAMN01997546,862960373,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259369,GSM1112754,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112754,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805438,RNA-Seq,51,1045977003,PRJNA195938,SAMN01997547,960938146,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259370,GSM1112755,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112755,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805439,RNA-Seq,51,410488239,PRJNA195938,SAMN01997548,398639182,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259371,GSM1112756,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112756,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805440,RNA-Seq,51,531972381,PRJNA195938,SAMN01997549,518395988,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259372,GSM1112757,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112757,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805441,RNA-Seq,51,1243918305,PRJNA195938,SAMN01997550,1128810362,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259373,GSM1112758,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112758,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805442,RNA-Seq,51,790799370,PRJNA195938,SAMN01997551,670716328,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259374,GSM1112759,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112759,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805443,RNA-Seq,51,1027250466,PRJNA195938,SAMN01997552,963129055,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259375,GSM1112760,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112760,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805444,RNA-Seq,51,1430651235,PRJNA195938,SAMN01997553,1317821451,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259376,GSM1112761,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112761,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805445,RNA-Seq,51,1418286132,PRJNA195938,SAMN01997554,1166318000,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259377,GSM1112762,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112762,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805446,RNA-Seq,51,1189208055,PRJNA195938,SAMN01997555,1117595526,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259378,GSM1112763,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112763,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805447,RNA-Seq,51,910488567,PRJNA195938,SAMN01997556,761593913,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259379,GSM1112764,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112764,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805448,RNA-Seq,51,1076535438,PRJNA195938,SAMN01997557,904503207,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259380,GSM1112765,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112765,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805449,RNA-Seq,53,2685818566,PRJNA195938,SAMN01997558,1664037440,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",Zygote,SRX259381,GSM1112766,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112766,Zygote,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805450,RNA-Seq,53,2389660290,PRJNA195938,SAMN01997559,1484967586,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",Zygote,SRX259382,GSM1112767,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112767,Zygote,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805451,RNA-Seq,53,2118958391,PRJNA195938,SAMN01997560,1341924648,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",Zygote,SRX259383,GSM1112768,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112768,Zygote,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805452,RNA-Seq,53,1389573080,PRJNA195938,SAMN01997561,921009377,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Zygote,SRX259384,GSM1112769,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112769,Zygote,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
