Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sorting,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,PASSAGE,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2978238,RNA-Seq,51,286178493,PRJNA305280,SAMN04321583,169988379,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467825,FACS sorted by mCherry+,GSM1965552,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965552,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978239,RNA-Seq,51,336012276,PRJNA305280,SAMN04321584,204647224,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467826,FACS sorted by mCherry+,GSM1965553,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965553,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978240,RNA-Seq,51,385648536,PRJNA305280,SAMN04321585,228318639,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467827,FACS sorted by mCherry+,GSM1965554,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965554,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978241,RNA-Seq,51,249841962,PRJNA305280,SAMN04321586,160399273,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467828,FACS sorted by mCherry+,GSM1965555,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965555,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978242,RNA-Seq,51,286451751,PRJNA305280,SAMN04321587,169308880,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467829,FACS sorted by mCherry+,GSM1965556,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965556,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978243,RNA-Seq,51,280916466,PRJNA305280,SAMN04321588,185567647,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467830,FACS sorted by mCherry+,GSM1965557,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965557,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978244,RNA-Seq,51,362585112,PRJNA305280,SAMN04321589,233229119,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467831,FACS sorted by mCherry+,GSM1965558,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965558,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978245,RNA-Seq,51,347918838,PRJNA305280,SAMN04321590,208756047,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467832,FACS sorted by mCherry+,GSM1965559,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965559,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978246,RNA-Seq,51,425895033,PRJNA305280,SAMN04321591,254819913,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467833,FACS sorted by mCherry+,GSM1965560,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965560,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978247,RNA-Seq,51,218371086,PRJNA305280,SAMN04321592,137653291,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467834,FACS sorted by mCherry+,GSM1965561,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965561,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978248,RNA-Seq,51,475778388,PRJNA305280,SAMN04321593,283291868,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467835,FACS sorted by mCherry+,GSM1965562,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965562,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978249,RNA-Seq,51,412874988,PRJNA305280,SAMN04321594,246001758,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467836,FACS sorted by mCherry+,GSM1965563,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965563,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978250,RNA-Seq,51,311971335,PRJNA305280,SAMN04321601,191289454,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467837,FACS sorted by mCherry+,GSM1965564,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965564,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978251,RNA-Seq,51,297574698,PRJNA305280,SAMN04321602,179139690,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467838,FACS sorted by mCherry+,GSM1965565,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965565,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978252,RNA-Seq,51,463348056,PRJNA305280,SAMN04321603,278582567,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467839,FACS sorted by mCherry+,GSM1965566,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965566,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978253,RNA-Seq,51,364329312,PRJNA305280,SAMN04321604,218978169,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467840,FACS sorted by mCherry+,GSM1965567,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965567,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978254,RNA-Seq,51,274612050,PRJNA305280,SAMN04321595,164823202,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467841,FACS sorted by mCherry+,GSM1965568,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965568,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978255,RNA-Seq,51,274667538,PRJNA305280,SAMN04321596,174476382,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467842,FACS sorted by mCherry+,GSM1965569,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965569,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978256,RNA-Seq,51,435864564,PRJNA305280,SAMN04321597,263696452,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467843,FACS sorted by mCherry+,GSM1965570,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965570,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978257,RNA-Seq,51,463663287,PRJNA305280,SAMN04321598,285208756,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467844,FACS sorted by mCherry+,GSM1965571,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965571,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978258,RNA-Seq,51,341610342,PRJNA305280,SAMN04321599,202026292,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467845,FACS sorted by mCherry+,GSM1965572,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965572,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978259,RNA-Seq,51,246257478,PRJNA305280,SAMN04321600,147450663,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467846,FACS sorted by mCherry+,GSM1965573,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965573,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978260,RNA-Seq,51,358345788,PRJNA305280,SAMN04321605,212107806,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467847,FACS sorted by mCherry+,GSM1965574,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965574,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978261,RNA-Seq,51,353966724,PRJNA305280,SAMN04321606,210792458,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467848,FACS sorted by mCherry+,GSM1965575,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965575,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978262,RNA-Seq,51,288959676,PRJNA305280,SAMN04321607,172265058,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467849,FACS sorted by mCherry+,GSM1965576,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965576,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978263,RNA-Seq,51,273824151,PRJNA305280,SAMN04321608,164194099,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467850,FACS sorted by mCherry+,GSM1965577,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965577,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978264,RNA-Seq,51,382352967,PRJNA305280,SAMN04321609,230629116,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467851,FACS sorted by mCherry+,GSM1965578,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965578,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978265,RNA-Seq,51,337204452,PRJNA305280,SAMN04321610,203937199,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467852,FACS sorted by mCherry+,GSM1965579,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965579,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978266,RNA-Seq,51,257011083,PRJNA305280,SAMN04321611,154417205,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467853,FACS sorted by mCherry+,GSM1965580,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965580,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978267,RNA-Seq,51,310560726,PRJNA305280,SAMN04321612,188078351,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467854,FACS sorted by mCherry+,GSM1965581,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965581,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978268,RNA-Seq,51,295153983,PRJNA305280,SAMN04321613,178189940,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467855,FACS sorted by mCherry+,GSM1965582,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965582,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978269,RNA-Seq,51,384290967,PRJNA305280,SAMN04321614,230364332,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467856,FACS sorted by mCherry+,GSM1965583,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965583,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978270,RNA-Seq,51,386848974,PRJNA305280,SAMN04321615,232858709,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467857,FACS sorted by mCherry+,GSM1965584,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965584,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978271,RNA-Seq,51,231602169,PRJNA305280,SAMN04321616,143423924,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467858,FACS sorted by mCherry+,GSM1965585,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965585,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978272,RNA-Seq,51,186728646,PRJNA305280,SAMN04321617,111279067,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467859,FACS sorted by mCherry+,GSM1965586,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965586,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978273,RNA-Seq,51,329661756,PRJNA305280,SAMN04321618,205439557,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467860,FACS sorted by mCherry+,GSM1965587,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965587,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978274,RNA-Seq,51,332330688,PRJNA305280,SAMN04321619,198379253,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467861,FACS sorted by mCherry+,GSM1965588,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965588,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978275,RNA-Seq,51,388160694,PRJNA305280,SAMN04321620,229975037,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467862,FACS sorted by mCherry+,GSM1965589,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965589,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978276,RNA-Seq,51,488378295,PRJNA305280,SAMN04321621,297313226,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467863,FACS sorted by mCherry+,GSM1965590,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965590,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978277,RNA-Seq,51,382386219,PRJNA305280,SAMN04321622,234124598,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467864,FACS sorted by mCherry+,GSM1965591,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965591,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978278,RNA-Seq,51,374770542,PRJNA305280,SAMN04321623,228202659,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467865,FACS sorted by mCherry+,GSM1965592,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965592,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978279,RNA-Seq,51,258001299,PRJNA305280,SAMN04321624,158507236,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467866,FACS sorted by mCherry+,GSM1965593,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965593,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978280,RNA-Seq,51,395768262,PRJNA305280,SAMN04321625,243047921,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467867,FACS sorted by mCherry+,GSM1965594,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965594,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978281,RNA-Seq,51,491689419,PRJNA305280,SAMN04321626,301076056,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467868,FACS sorted by mCherry+,GSM1965595,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965595,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978282,RNA-Seq,51,431990451,PRJNA305280,SAMN04321627,258330814,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467869,FACS sorted by mCherry+,GSM1965596,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965596,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978283,RNA-Seq,51,260282070,PRJNA305280,SAMN04321628,161406057,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467870,FACS sorted by mCherry+,GSM1965597,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965597,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978284,RNA-Seq,51,464498412,PRJNA305280,SAMN04321629,278348057,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467871,FACS sorted by mCherry+,GSM1965598,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965598,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978285,RNA-Seq,51,483968478,PRJNA305280,SAMN04321630,291188496,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467872,FACS sorted by mCherry+,GSM1965599,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965599,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978286,RNA-Seq,51,357115770,PRJNA305280,SAMN04321631,214026021,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467873,FACS sorted by mCherry+,GSM1965600,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965600,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978287,RNA-Seq,51,342517785,PRJNA305280,SAMN04321632,206296172,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467874,FACS sorted by mCherry+,GSM1965601,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965601,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978288,RNA-Seq,51,485917902,PRJNA305280,SAMN04321633,297268002,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467875,FACS sorted by mCherry+,GSM1965602,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965602,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978289,RNA-Seq,51,356728068,PRJNA305280,SAMN04321634,218364263,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467876,FACS sorted by mCherry+,GSM1965603,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965603,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978290,RNA-Seq,51,292893102,PRJNA305280,SAMN04321635,178338940,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467877,FACS sorted by mCherry+,GSM1965604,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965604,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978291,RNA-Seq,51,327795768,PRJNA305280,SAMN04321636,200967154,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467878,FACS sorted by mCherry+,GSM1965605,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965605,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978292,RNA-Seq,51,351216855,PRJNA305280,SAMN04321637,215513748,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467879,FACS sorted by mCherry+,GSM1965606,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965606,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978293,RNA-Seq,51,452452212,PRJNA305280,SAMN04321638,276679568,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467880,FACS sorted by mCherry+,GSM1965607,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965607,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978294,RNA-Seq,51,320205030,PRJNA305280,SAMN04321639,192580645,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467881,FACS sorted by mCherry+,GSM1965608,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965608,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978295,RNA-Seq,51,305408604,PRJNA305280,SAMN04321640,189741164,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467882,FACS sorted by mCherry+,GSM1965609,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965609,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978296,RNA-Seq,51,497736846,PRJNA305280,SAMN04321641,295551992,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467883,FACS sorted by mCherry+,GSM1965610,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965610,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978297,RNA-Seq,51,213232683,PRJNA305280,SAMN04321642,161915540,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467884,FACS sorted by mCherry+,GSM1965611,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965611,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978298,RNA-Seq,51,358225989,PRJNA305280,SAMN04321643,213723422,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467885,FACS sorted by mCherry+,GSM1965612,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965612,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978299,RNA-Seq,51,364513269,PRJNA305280,SAMN04321644,222779468,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467886,FACS sorted by mCherry+,GSM1965613,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965613,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978300,RNA-Seq,51,440486898,PRJNA305280,SAMN04321645,271466307,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467887,FACS sorted by mCherry+,GSM1965614,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965614,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978301,RNA-Seq,51,406038387,PRJNA305280,SAMN04321646,245601026,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467888,FACS sorted by mCherry+,GSM1965615,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965615,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978302,RNA-Seq,51,377066205,PRJNA305280,SAMN04321647,225364033,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467889,FACS sorted by mCherry+,GSM1965616,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965616,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978303,RNA-Seq,51,210872862,PRJNA305280,SAMN04321648,128599849,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467890,FACS sorted by mCherry+,GSM1965617,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965617,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978304,RNA-Seq,51,408236640,PRJNA305280,SAMN04321649,246259970,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467891,FACS sorted by mCherry+,GSM1965618,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965618,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978305,RNA-Seq,51,341800215,PRJNA305280,SAMN04321650,205987468,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467892,FACS sorted by mCherry+,GSM1965619,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965619,neuronal progenitor cells differentiated from H1,SRP067036
